Entity,Code,Year,"Age-standardized deaths from malignant neoplasms in males per 100,000 people","Age-standardized deaths from malignant neoplasms in females per 100,000 people"
Saint Lucia,LCA,1988,152.4121,113.4125
Saint Lucia,LCA,1989,79.84306,74.5802
Saint Lucia,LCA,1990,128.72383,94.361984
Saint Lucia,LCA,1991,88.51227,106.49338
Saint Lucia,LCA,1992,133.57222,109.265
Saint Lucia,LCA,1993,132.55595,100.23128
Saint Lucia,LCA,1994,113.70626,113.09783
Saint Lucia,LCA,1995,140.03905,92.38034
Saint Lucia,LCA,1996,111.66716,109.2433
Saint Lucia,LCA,1997,141.03964,88.201035
Saint Lucia,LCA,1998,131.85904,102.3391
Saint Lucia,LCA,1999,133.65079,97.52212
Saint Lucia,LCA,2000,112.48551,99.62587
Saint Lucia,LCA,2001,112.43057,99.97846
Saint Lucia,LCA,2002,154.47961,93.874725
Saint Lucia,LCA,2003,172.10345,86.75953
Saint Lucia,LCA,2004,169.70743,96.67475
Saint Lucia,LCA,2005,135.7001,91.16535
Saint Lucia,LCA,2006,158.208,79.96672
Saint Lucia,LCA,2008,124.64829,86.85162
Saint Lucia,LCA,2009,111.560455,79.30038
Saint Lucia,LCA,2010,101.89295,80.043365
Saint Lucia,LCA,2011,86.85731,74.61035
Saint Lucia,LCA,2012,138.56738,116.511856
Saint Lucia,LCA,2013,108.46753,84.9297
Saint Lucia,LCA,2014,143.22958,91.30267
Saint Lucia,LCA,2015,120.98576,84.956825
Saint Lucia,LCA,2016,128.47823,80.79017
Saint Lucia,LCA,2017,114.94016,92.31421
Saint Lucia,LCA,2018,120.786064,83.129814
Saint Lucia,LCA,2019,121.67977,89.593925
Saint Lucia,LCA,2020,123.139465,90.741356
Saint Vincent and the Grenadines,VCT,1970,95.92123,113.072815
Saint Vincent and the Grenadines,VCT,1971,121.28025,109.0174
Saint Vincent and the Grenadines,VCT,1972,105.365974,78.93546
Saint Vincent and the Grenadines,VCT,1974,82.87384,46.779556
Saint Vincent and the Grenadines,VCT,1977,116.7625,101.85149
Saint Vincent and the Grenadines,VCT,1978,139.52332,85.183525
Saint Vincent and the Grenadines,VCT,1979,94.73911,80.524185
Saint Vincent and the Grenadines,VCT,1982,97.79509,90.84104
Saint Vincent and the Grenadines,VCT,1983,91.829185,80.59255
Saint Vincent and the Grenadines,VCT,1984,104.55704,140.43279
Saint Vincent and the Grenadines,VCT,1985,120.02551,136.73808
Saint Vincent and the Grenadines,VCT,1986,140.33858,125.01392
Saint Vincent and the Grenadines,VCT,1987,75.127014,78.83719
Saint Vincent and the Grenadines,VCT,1990,137.819,115.30245
Saint Vincent and the Grenadines,VCT,1995,143.78227,125.52247
Saint Vincent and the Grenadines,VCT,1996,140.34923,161.20607
Saint Vincent and the Grenadines,VCT,1997,136.67189,107.56528
Saint Vincent and the Grenadines,VCT,1998,174.88618,101.38335
Saint Vincent and the Grenadines,VCT,1999,197.89711,167.93707
Saint Vincent and the Grenadines,VCT,2000,184.22118,108.18243
Saint Vincent and the Grenadines,VCT,2001,206.35434,111.99161
Saint Vincent and the Grenadines,VCT,2002,140.13828,141.21692
Saint Vincent and the Grenadines,VCT,2003,174.95926,100.40886
Saint Vincent and the Grenadines,VCT,2004,160.60155,97.08675
Saint Vincent and the Grenadines,VCT,2005,123.68639,108.78725
Saint Vincent and the Grenadines,VCT,2006,158.11328,103.529686
Saint Vincent and the Grenadines,VCT,2007,111.63644,93.57317
Saint Vincent and the Grenadines,VCT,2008,125.1294,118.37001
Saint Vincent and the Grenadines,VCT,2009,142.80478,87.05132
Saint Vincent and the Grenadines,VCT,2010,150.36935,73.63808
Saint Vincent and the Grenadines,VCT,2011,150.7362,95.61422
Saint Vincent and the Grenadines,VCT,2012,142.26991,97.31332
Saint Vincent and the Grenadines,VCT,2013,159.8484,136.63286
Saint Vincent and the Grenadines,VCT,2014,153.18451,116.08032
Saint Vincent and the Grenadines,VCT,2015,180.3054,117.820015
Saint Vincent and the Grenadines,VCT,2016,121.61583,110.503006
Saint Vincent and the Grenadines,VCT,2017,150.50667,128.8082
Saint Vincent and the Grenadines,VCT,2018,175.0319,113.199066
Saint Vincent and the Grenadines,VCT,2019,168.11726,127.68164
Saint Vincent and the Grenadines,VCT,2020,206.95403,128.69775
Saint Vincent and the Grenadines,VCT,2021,176.54813,112.67817
Sao Tome and Principe,STP,1984,73.39503,68.51593
Sao Tome and Principe,STP,1985,57.266422,35.134346
Sao Tome and Principe,STP,1987,43.326664,29.00756
Saudi Arabia,SAU,2021,26.503942,28.620304
Saudi Arabia,SAU,2022,37.44732,45.068726
Serbia,SRB,1998,180.77234,114.859436
Serbia,SRB,1999,181.68526,114.45338
Serbia,SRB,2000,184.5546,117.10321
Serbia,SRB,2001,183.70198,116.06881
Serbia,SRB,2002,189.262,117.2097
Serbia,SRB,2003,188.47314,119.02273
Serbia,SRB,2004,191.53296,120.75593
Serbia,SRB,2005,194.66893,122.41602
Serbia,SRB,2006,198.40694,123.75357
Serbia,SRB,2007,201.14766,121.87781
Serbia,SRB,2008,200.2767,123.60164
Serbia,SRB,2009,202.02649,125.73971
Serbia,SRB,2010,203.3069,125.08133
Serbia,SRB,2011,197.79526,120.88175
Serbia,SRB,2012,195.9653,122.97023
Serbia,SRB,2013,194.16164,119.671005
Serbia,SRB,2014,192.88013,121.692764
Serbia,SRB,2015,195.60391,118.63374
Serbia,SRB,2016,191.62273,122.46512
Serbia,SRB,2017,187.40797,121.75724
Serbia,SRB,2018,186.70181,121.34713
Serbia,SRB,2019,185.26892,117.755974
Serbia,SRB,2020,177.03358,116.69324
Serbia,SRB,2021,168.82346,115.858116
Serbia,SRB,2022,161.94635,112.517334
Seychelles,SYC,1985,226.11041,109.91995
Seychelles,SYC,1986,241.05392,131.05804
Seychelles,SYC,1987,174.39674,131.74855
Seychelles,SYC,2001,267.3339,111.79745
Seychelles,SYC,2002,264.9209,191.56384
Seychelles,SYC,2003,218.1348,203.83499
Seychelles,SYC,2004,259.48505,191.14569
Seychelles,SYC,2005,206.54495,101.55471
Seychelles,SYC,2006,229.1178,112.53082
Seychelles,SYC,2007,188.48131,129.97536
Seychelles,SYC,2008,275.0217,97.10099
Seychelles,SYC,2009,224.9855,70.8041
Seychelles,SYC,2010,211.95444,87.377914
Seychelles,SYC,2011,196.72478,123.550896
Seychelles,SYC,2012,193.47198,120.66272
Seychelles,SYC,2013,158.16463,100.254974
Seychelles,SYC,2014,154.05554,95.22814
Seychelles,SYC,2015,208.11371,150.21852
Seychelles,SYC,2016,187.23962,131.57126
Seychelles,SYC,2017,188.13768,78.672585
Seychelles,SYC,2019,147.74762,112.739265
Seychelles,SYC,2020,139.58122,72.823044
Seychelles,SYC,2021,117.25789,104.02695
Singapore,SGP,1963,181.29137,113.0265
Singapore,SGP,1964,183.2549,109.08914
Singapore,SGP,1965,193.82326,115.18008
Singapore,SGP,1966,180.49121,106.8013
Singapore,SGP,1967,200.48047,107.684845
Singapore,SGP,1968,189.53549,112.9719
Singapore,SGP,1969,190.40285,105.26045
Singapore,SGP,1970,174.99234,104.17022
Singapore,SGP,1971,176.29329,101.504776
Singapore,SGP,1972,185.4477,110.68454
Singapore,SGP,1973,191.72668,111.5883
Singapore,SGP,1974,199.66734,112.76048
Singapore,SGP,1975,214.41266,109.9197
Singapore,SGP,1976,235.94289,111.54032
Singapore,SGP,1977,221.50452,121.54696
Singapore,SGP,1978,217.75456,122.20019
Singapore,SGP,1979,232.7648,117.00629
Singapore,SGP,1980,212.59077,125.8803
Singapore,SGP,1981,205.08049,131.32202
Singapore,SGP,1982,208.46202,122.53715
Singapore,SGP,1983,227.37871,126.51484
Singapore,SGP,1984,213.86891,118.36163
Singapore,SGP,1985,215.94885,122.72636
Singapore,SGP,1986,200.38994,124.86178
Singapore,SGP,1987,216.8584,125.16661
Singapore,SGP,1988,187.79633,117.08974
Singapore,SGP,1989,214.9604,119.018295
Singapore,SGP,1990,190.42809,117.640724
Singapore,SGP,1991,186.67712,107.6965
Singapore,SGP,1992,182.0386,109.96673
Singapore,SGP,1993,172.24617,115.430534
Singapore,SGP,1994,184.88599,113.463715
Singapore,SGP,1995,192.49419,109.25492
Singapore,SGP,1996,184.99593,109.59575
Singapore,SGP,1997,182.31648,115.5227
Singapore,SGP,1998,175.66748,107.68562
Singapore,SGP,1999,175.31152,104.94372
Singapore,SGP,2000,175.50943,103.856544
Singapore,SGP,2001,165.40549,104.43871
Singapore,SGP,2002,160.45409,103.38709
Singapore,SGP,2003,148.88908,88.98734
Singapore,SGP,2004,143.44118,90.13564
Singapore,SGP,2005,132.12057,88.418
Singapore,SGP,2006,138.86562,91.54098
Singapore,SGP,2007,142.69649,91.83945
Singapore,SGP,2008,145.25175,93.28153
Singapore,SGP,2009,136.42992,87.12058
Singapore,SGP,2010,130.14226,84.74447
Singapore,SGP,2011,130.63531,89.046135
Singapore,SGP,2012,128.95537,88.21449
Singapore,SGP,2013,129.88043,86.674934
Singapore,SGP,2014,122.916626,81.105156
Singapore,SGP,2015,119.327324,81.8653
Singapore,SGP,2016,116.935295,77.157265
Singapore,SGP,2017,111.58173,78.48382
Singapore,SGP,2018,110.491554,74.70639
Singapore,SGP,2019,102.68814,72.10078
Singapore,SGP,2020,104.90651,70.32976
Singapore,SGP,2021,99.93005,74.05629
Singapore,SGP,2022,95.803604,68.96052
Slovakia,SVK,1992,233.59885,112.91248
Slovakia,SVK,1993,231.11465,114.17757
Slovakia,SVK,1994,240.03636,118.68118
Slovakia,SVK,1995,249.17139,116.98951
Slovakia,SVK,1996,250.10231,115.551956
Slovakia,SVK,1997,243.74376,119.03005
Slovakia,SVK,1998,267.89764,124.46512
Slovakia,SVK,1999,256.92627,121.55126
Slovakia,SVK,2000,249.70135,121.49078
Slovakia,SVK,2001,250.79378,119.66611
Slovakia,SVK,2002,237.20229,115.14507
Slovakia,SVK,2003,235.52184,114.46844
Slovakia,SVK,2004,230.59698,112.79703
Slovakia,SVK,2005,231.85316,113.23656
Slovakia,SVK,2006,223.54782,110.4292
Slovakia,SVK,2007,222.34703,112.18311
Slovakia,SVK,2008,218.44891,110.73229
Slovakia,SVK,2009,210.56444,110.43557
Slovakia,SVK,2010,215.72997,106.8433
Slovakia,SVK,2012,214.55095,111.815636
Slovakia,SVK,2013,221.88545,111.79085
Slovakia,SVK,2014,213.86472,114.521194
Slovakia,SVK,2016,204.91972,111.42327
Slovakia,SVK,2017,200.6186,109.45727
Slovakia,SVK,2018,199.48575,109.97009
Slovakia,SVK,2019,188.08966,104.1769
Slovakia,SVK,2020,187.89317,106.59546
Slovakia,SVK,2021,171.03961,98.75277
Slovenia,SVN,1985,229.79408,120.21757
Slovenia,SVN,1986,218.39864,120.692474
Slovenia,SVN,1987,220.2457,119.4204
Slovenia,SVN,1988,234.68646,115.63489
Slovenia,SVN,1989,226.80455,115.209526
Slovenia,SVN,1990,222.49991,117.8639
Slovenia,SVN,1991,232.46146,124.89106
Slovenia,SVN,1992,232.70432,125.239136
Slovenia,SVN,1993,241.39095,127.739235
Slovenia,SVN,1994,227.89244,121.815605
Slovenia,SVN,1995,229.87021,124.79219
Slovenia,SVN,1996,230.81316,121.42822
Slovenia,SVN,1997,234.24355,124.9694
Slovenia,SVN,1998,232.4024,117.683365
Slovenia,SVN,1999,224.14818,120.9578
Slovenia,SVN,2000,223.94464,114.88652
Slovenia,SVN,2001,221.93132,115.574005
Slovenia,SVN,2002,224.55617,113.75987
Slovenia,SVN,2003,219.90234,116.53793
Slovenia,SVN,2004,213.3465,113.35179
Slovenia,SVN,2005,207.10852,113.826996
Slovenia,SVN,2006,210.31392,111.23961
Slovenia,SVN,2007,219.09268,111.61112
Slovenia,SVN,2008,209.95442,115.69308
Slovenia,SVN,2009,210.33344,111.787445
Slovenia,SVN,2010,204.03511,111.613235
Slovenia,SVN,2011,197.94176,108.8103
Slovenia,SVN,2012,192.545,107.22711
Slovenia,SVN,2013,193.33524,109.441864
Slovenia,SVN,2014,182.36372,103.20166
Slovenia,SVN,2015,188.15732,107.76332
Slovenia,SVN,2016,184.26797,104.58599
Slovenia,SVN,2017,181.22276,107.527794
Slovenia,SVN,2018,180.6409,110.200264
Slovenia,SVN,2019,168.06032,98.52177
Slovenia,SVN,2020,167.99223,99.42607
South Africa,ZAF,1996,136.83081,91.10357
South Africa,ZAF,1997,135.68687,89.47392
South Africa,ZAF,1998,136.69577,93.93813
South Africa,ZAF,1999,141.27496,97.14493
South Africa,ZAF,2000,143.52457,97.11544
South Africa,ZAF,2001,138.0425,95.21385
South Africa,ZAF,2002,136.75056,95.38205
South Africa,ZAF,2003,137.99704,96.790825
South Africa,ZAF,2004,141.0699,96.57351
South Africa,ZAF,2005,142.63164,99.02991
South Africa,ZAF,2006,136.68707,96.00373
South Africa,ZAF,2007,136.94125,94.68796
South Africa,ZAF,2008,130.2923,90.26959
South Africa,ZAF,2009,135.61766,94.067345
South Africa,ZAF,2010,139.98386,93.74914
South Africa,ZAF,2011,136.29807,94.129845
South Africa,ZAF,2012,133.89253,91.3879
South Africa,ZAF,2013,128.81302,88.58502
South Africa,ZAF,2014,128.26857,89.88205
South Africa,ZAF,2015,137.88623,93.89173
South Africa,ZAF,2016,138.06012,95.32769
South Africa,ZAF,2017,131.7091,93.73435
South Africa,ZAF,2018,129.68718,93.1942
South Korea,KOR,1985,162.77255,70.36753
South Korea,KOR,1986,162.82135,71.54305
South Korea,KOR,1987,165.22163,70.59345
South Korea,KOR,1988,170.09732,73.56049
South Korea,KOR,1989,175.00276,74.87612
South Korea,KOR,1990,178.90474,76.30502
South Korea,KOR,1991,176.18715,73.04549
South Korea,KOR,1992,197.04666,83.364075
South Korea,KOR,1993,206.48264,87.5411
South Korea,KOR,1994,216.04105,88.44485
South Korea,KOR,1995,214.91354,86.58748
South Korea,KOR,1996,209.71483,84.64562
South Korea,KOR,1997,209.61621,84.84894
South Korea,KOR,1998,198.27856,79.45121
South Korea,KOR,1999,202.14864,81.258026
South Korea,KOR,2000,212.32272,84.525925
South Korea,KOR,2001,208.46643,83.8506
South Korea,KOR,2002,215.25317,85.97732
South Korea,KOR,2003,207.51205,84.78138
South Korea,KOR,2004,202.56488,81.84502
South Korea,KOR,2005,195.83319,81.211975
South Korea,KOR,2006,190.9013,77.107796
South Korea,KOR,2007,187.21185,77.41239
South Korea,KOR,2008,182.40445,74.62647
South Korea,KOR,2009,173.62819,73.83081
South Korea,KOR,2010,171.84714,72.78281
South Korea,KOR,2011,163.27357,69.794815
South Korea,KOR,2012,161.31622,68.17688
South Korea,KOR,2013,155.66931,67.855705
South Korea,KOR,2014,150.9065,65.925385
South Korea,KOR,2015,143.3851,64.489586
South Korea,KOR,2016,138.56714,63.477245
South Korea,KOR,2017,133.60982,60.741432
South Korea,KOR,2018,127.1958,58.7493
South Korea,KOR,2019,124.822105,57.716732
South Korea,KOR,2020,120.15735,56.659317
South Korea,KOR,2021,114.92829,55.132294
Spain,ESP,1951,103.81598,75.10235
Spain,ESP,1952,104.009125,79.72917
Spain,ESP,1953,107.606674,79.07772
Spain,ESP,1954,110.07328,83.886696
Spain,ESP,1955,119.043365,89.768486
Spain,ESP,1956,123.83681,91.81382
Spain,ESP,1957,126.61576,92.68537
Spain,ESP,1958,124.67359,89.97148
Spain,ESP,1959,127.746155,93.14533
Spain,ESP,1960,139.63145,100.49046
Spain,ESP,1961,143.48831,100.61022
Spain,ESP,1962,148.98163,103.748924
Spain,ESP,1963,149.27661,101.82159
Spain,ESP,1964,151.05043,102.7346
Spain,ESP,1965,149.43701,101.233765
Spain,ESP,1966,150.63058,100.21453
Spain,ESP,1967,153.25908,104.87083
Spain,ESP,1968,150.96207,99.429115
Spain,ESP,1969,148.27667,96.344696
Spain,ESP,1970,154.58762,98.73706
Spain,ESP,1971,158.29898,99.60163
Spain,ESP,1972,156.48677,99.033066
Spain,ESP,1973,161.09265,100.600945
Spain,ESP,1974,164.12932,101.43655
Spain,ESP,1975,171.73051,101.78238
Spain,ESP,1976,169.1727,98.00988
Spain,ESP,1977,169.40512,97.29161
Spain,ESP,1978,172.0721,97.312775
Spain,ESP,1979,173.5466,95.53576
Spain,ESP,1980,170.65347,93.49615
Spain,ESP,1981,173.23145,91.62153
Spain,ESP,1982,175.0567,91.99872
Spain,ESP,1983,177.15387,91.56482
Spain,ESP,1984,181.78278,92.82238
Spain,ESP,1985,181.18414,90.11374
Spain,ESP,1986,181.8562,91.13858
Spain,ESP,1987,187.45114,92.90848
Spain,ESP,1988,190.90593,93.661804
Spain,ESP,1989,192.54926,91.982025
Spain,ESP,1990,194.25786,92.02281
Spain,ESP,1991,195.25694,92.89472
Spain,ESP,1992,197.65189,91.32486
Spain,ESP,1993,197.8941,91.89621
Spain,ESP,1994,200.10074,92.42551
Spain,ESP,1995,200.91287,91.45882
Spain,ESP,1996,197.09775,89.02161
Spain,ESP,1997,197.49632,88.69703
Spain,ESP,1998,197.78093,87.56451
Spain,ESP,1999,196.28963,86.53382
Spain,ESP,2000,190.10933,85.32492
Spain,ESP,2001,191.58754,85.42604
Spain,ESP,2002,186.98721,83.87128
Spain,ESP,2003,186.12938,83.52805
Spain,ESP,2004,183.10017,81.59116
Spain,ESP,2005,177.43701,80.01775
Spain,ESP,2006,174.44,80.006454
Spain,ESP,2007,173.1002,79.09236
Spain,ESP,2008,168.90283,78.89006
Spain,ESP,2009,166.67357,78.14935
Spain,ESP,2010,165.27731,78.261406
Spain,ESP,2011,164.06123,78.942085
Spain,ESP,2012,161.27692,77.201866
Spain,ESP,2013,156.41615,77.34557
Spain,ESP,2014,152.24063,75.16685
Spain,ESP,2015,149.88338,74.85988
Spain,ESP,2016,148.58148,74.84431
Spain,ESP,2017,144.9889,74.86902
Spain,ESP,2018,142.27063,72.9625
Spain,ESP,2019,137.64514,72.56577
Spain,ESP,2020,133.99684,72.28352
Spain,ESP,2021,132.50786,71.52048
Sri Lanka,LKA,1955,28.675598,32.9274
Sri Lanka,LKA,1956,30.827887,32.900745
Sri Lanka,LKA,1957,30.689737,34.94049
Sri Lanka,LKA,1958,31.642796,34.791058
Sri Lanka,LKA,1959,35.916912,38.051773
Sri Lanka,LKA,1960,39.581154,38.73437
Sri Lanka,LKA,1961,36.594654,41.36907
Sri Lanka,LKA,1962,37.952534,39.507492
Sri Lanka,LKA,1963,37.36884,43.36997
Sri Lanka,LKA,1964,40.583794,44.39382
Sri Lanka,LKA,1965,44.883263,46.320175
Sri Lanka,LKA,1966,41.04082,47.519703
Sri Lanka,LKA,1967,43.120163,49.58866
Sri Lanka,LKA,1968,48.78366,54.634567
Sri Lanka,LKA,1977,45.29945,46.33448
Sri Lanka,LKA,1980,43.435364,47.38422
Sri Lanka,LKA,1981,44.158142,45.357258
Sri Lanka,LKA,1982,42.606293,40.25335
Sri Lanka,LKA,1983,41.709854,43.960842
Sri Lanka,LKA,1984,42.22114,41.976242
Sri Lanka,LKA,1985,43.0241,43.272808
Sri Lanka,LKA,1986,44.88585,41.10991
Sri Lanka,LKA,1996,43.753216,36.82809
Sri Lanka,LKA,1997,47.316013,38.7342
Sri Lanka,LKA,1998,46.49514,40.455387
Sri Lanka,LKA,1999,50.606586,40.628593
Sri Lanka,LKA,2000,53.643303,44.027893
Sri Lanka,LKA,2001,55.598015,42.891624
Sri Lanka,LKA,2002,54.459507,41.322227
Sri Lanka,LKA,2003,56.719864,41.868065
Sri Lanka,LKA,2004,59.469822,44.833122
Sri Lanka,LKA,2005,58.454483,45.694942
Sri Lanka,LKA,2006,65.5417,47.936302
Sri Lanka,LKA,2007,66.63655,47.142277
Sri Lanka,LKA,2009,67.50371,48.07643
Sri Lanka,LKA,2010,69.933815,48.749413
Sri Lanka,LKA,2011,70.39909,49.55701
Sri Lanka,LKA,2012,71.45401,48.197906
Sri Lanka,LKA,2013,71.98361,47.728752
Sri Lanka,LKA,2014,73.002335,48.44263
Sri Lanka,LKA,2015,73.18312,46.89227
Sri Lanka,LKA,2019,72.80228,47.109463
Suriname,SUR,1963,93.336075,65.82267
Suriname,SUR,1964,88.489815,78.01165
Suriname,SUR,1965,74.83104,78.62753
Suriname,SUR,1966,75.886086,73.05063
Suriname,SUR,1971,55.478863,54.919056
Suriname,SUR,1975,97.124825,99.65373
Suriname,SUR,1976,83.20912,70.95653
Suriname,SUR,1977,67.65357,74.19181
Suriname,SUR,1978,81.00568,78.56725
Suriname,SUR,1979,79.51735,76.32001
Suriname,SUR,1980,90.15427,79.37252
Suriname,SUR,1981,79.44642,75.74946
Suriname,SUR,1982,134.26509,92.32835
Suriname,SUR,1984,123.26143,96.904144
Suriname,SUR,1985,93.93349,95.16977
Suriname,SUR,1986,56.163376,77.358284
Suriname,SUR,1987,63.621315,65.06454
Suriname,SUR,1988,63.33229,61.159286
Suriname,SUR,1989,63.39271,58.10846
Suriname,SUR,1990,82.83868,87.79089
Suriname,SUR,1991,76.17758,55.113266
Suriname,SUR,1992,81.23507,62.184017
Suriname,SUR,1995,40.303623,40.81913
Suriname,SUR,1996,49.95733,29.543945
Suriname,SUR,1997,49.96473,42.90883
Suriname,SUR,1998,59.91709,56.945995
Suriname,SUR,1999,74.49002,60.60863
Suriname,SUR,2000,76.104256,69.37138
Suriname,SUR,2001,93.80311,68.30943
Suriname,SUR,2002,112.22055,84.54671
Suriname,SUR,2003,93.504425,77.50578
Suriname,SUR,2004,91.01857,79.88584
Suriname,SUR,2005,94.438324,66.0102
Suriname,SUR,2006,103.283485,77.6264
Suriname,SUR,2007,91.14407,68.03804
Suriname,SUR,2008,109.46733,77.40463
Suriname,SUR,2009,98.07832,70.74084
Suriname,SUR,2010,94.15829,76.75763
Suriname,SUR,2011,111.62333,73.808495
Suriname,SUR,2012,92.74176,67.18922
Suriname,SUR,2013,116.370316,87.38374
Suriname,SUR,2014,114.12814,73.87819
Sweden,SWE,1951,135.0754,124.83067
Sweden,SWE,1952,137.0559,131.36446
Sweden,SWE,1953,137.92325,130.285
Sweden,SWE,1954,132.58733,125.28792
Sweden,SWE,1955,136.83362,127.18416
Sweden,SWE,1956,139.02171,127.51405
Sweden,SWE,1957,142.21347,125.21403
Sweden,SWE,1958,142.54979,127.914185
Sweden,SWE,1959,147.65552,127.51434
Sweden,SWE,1960,151.09302,129.38155
Sweden,SWE,1961,149.50436,126.01692
Sweden,SWE,1962,156.786,125.17765
Sweden,SWE,1963,153.93329,125.74891
Sweden,SWE,1964,151.87123,125.266975
Sweden,SWE,1965,149.17741,120.09854
Sweden,SWE,1966,148.17505,121.18848
Sweden,SWE,1967,148.8885,120.00041
Sweden,SWE,1968,150.16849,121.46859
Sweden,SWE,1969,156.5955,123.77105
Sweden,SWE,1970,153.65434,123.83288
Sweden,SWE,1971,165.32903,126.44123
Sweden,SWE,1972,171.72282,130.35678
Sweden,SWE,1973,171.42377,127.84701
Sweden,SWE,1974,173.6598,129.80157
Sweden,SWE,1975,175.30492,128.6137
Sweden,SWE,1976,174.77815,125.49614
Sweden,SWE,1977,175.2944,125.72379
Sweden,SWE,1978,173.26573,124.87486
Sweden,SWE,1979,172.44571,124.207184
Sweden,SWE,1980,168.25304,123.295135
Sweden,SWE,1981,158.30695,116.94265
Sweden,SWE,1982,153.72127,117.4216
Sweden,SWE,1983,152.79967,113.76185
Sweden,SWE,1984,154.60214,112.58816
Sweden,SWE,1985,154.5518,113.80981
Sweden,SWE,1986,150.58441,111.40034
Sweden,SWE,1987,150.66571,112.24511
Sweden,SWE,1988,154.536,113.22625
Sweden,SWE,1989,150.15755,111.17554
Sweden,SWE,1990,151.8541,111.4166
Sweden,SWE,1991,151.97949,110.87848
Sweden,SWE,1992,149.80908,110.406525
Sweden,SWE,1993,148.0564,110.96501
Sweden,SWE,1994,146.3227,106.246445
Sweden,SWE,1995,145.08083,109.49909
Sweden,SWE,1996,144.78691,108.06386
Sweden,SWE,1997,148.65761,107.84828
Sweden,SWE,1998,145.86,106.39879
Sweden,SWE,1999,144.31726,105.33109
Sweden,SWE,2000,141.38477,106.7333
Sweden,SWE,2001,140.54263,107.784004
Sweden,SWE,2002,138.13017,105.286934
Sweden,SWE,2003,141.32498,104.25533
Sweden,SWE,2004,137.9288,106.75525
Sweden,SWE,2005,138.10266,104.47122
Sweden,SWE,2006,135.23663,103.7753
Sweden,SWE,2007,130.33916,102.699104
Sweden,SWE,2008,129.00145,100.81021
Sweden,SWE,2009,127.51428,99.148865
Sweden,SWE,2010,123.60422,96.546104
Sweden,SWE,2011,122.44391,95.61888
Sweden,SWE,2012,121.281105,96.126045
Sweden,SWE,2013,118.52825,96.26318
Sweden,SWE,2014,118.477066,94.01326
Sweden,SWE,2015,118.31051,92.71411
Sweden,SWE,2016,113.55332,90.88935
Sweden,SWE,2017,112.296875,91.821465
Sweden,SWE,2018,108.76981,87.55519
Sweden,SWE,2019,104.84346,86.91874
Sweden,SWE,2020,104.33436,83.834625
Sweden,SWE,2021,98.12206,82.368965
Sweden,SWE,2022,96.88696,81.04845
Switzerland,CHE,1951,201.47754,147.41382
Switzerland,CHE,1952,193.76817,144.8436
Switzerland,CHE,1953,198.39932,144.05806
Switzerland,CHE,1954,196.48375,139.80215
Switzerland,CHE,1955,196.63705,139.04437
Switzerland,CHE,1956,194.88281,140.82326
Switzerland,CHE,1957,197.7281,137.65802
Switzerland,CHE,1958,194.88129,139.14697
Switzerland,CHE,1959,200.80078,135.16185
Switzerland,CHE,1960,191.83984,133.42752
Switzerland,CHE,1961,197.58806,131.87877
Switzerland,CHE,1962,194.73196,132.23317
Switzerland,CHE,1963,198.9558,128.14958
Switzerland,CHE,1964,195.55907,130.04498
Switzerland,CHE,1965,197.03941,129.89482
Switzerland,CHE,1966,194.786,126.70661
Switzerland,CHE,1967,199.2011,129.60703
Switzerland,CHE,1968,201.35918,127.14915
Switzerland,CHE,1969,203.28159,127.133026
Switzerland,CHE,1970,200.37198,128.06406
Switzerland,CHE,1971,209.97665,127.49634
Switzerland,CHE,1972,207.0372,126.14492
Switzerland,CHE,1973,211.16916,126.01438
Switzerland,CHE,1974,205.35811,119.56062
Switzerland,CHE,1975,207.25078,120.14352
Switzerland,CHE,1976,209.01172,118.83071
Switzerland,CHE,1977,205.54517,118.48759
Switzerland,CHE,1978,203.25159,120.41954
Switzerland,CHE,1979,200.55519,117.5992
Switzerland,CHE,1980,200.1682,116.59607
Switzerland,CHE,1981,212.21352,119.5158
Switzerland,CHE,1982,208.02664,118.17472
Switzerland,CHE,1983,213.11961,118.01299
Switzerland,CHE,1984,206.61386,118.567604
Switzerland,CHE,1985,213.27975,118.14104
Switzerland,CHE,1986,205.047,115.97404
Switzerland,CHE,1987,203.8927,115.04834
Switzerland,CHE,1988,203.40637,114.104996
Switzerland,CHE,1989,203.07018,111.25928
Switzerland,CHE,1990,199.95087,112.90735
Switzerland,CHE,1991,200.26096,112.20557
Switzerland,CHE,1992,196.99887,111.28196
Switzerland,CHE,1993,192.2723,109.31207
Switzerland,CHE,1994,188.64943,106.552505
Switzerland,CHE,1995,173.17839,101.94251
Switzerland,CHE,1996,169.42313,97.62526
Switzerland,CHE,1997,165.88063,98.21325
Switzerland,CHE,1998,166.06801,94.65176
Switzerland,CHE,1999,161.84763,92.583855
Switzerland,CHE,2000,162.14357,96.920975
Switzerland,CHE,2001,160.5709,92.25252
Switzerland,CHE,2002,149.29164,92.165474
Switzerland,CHE,2003,150.9594,91.715454
Switzerland,CHE,2004,146.90385,90.6769
Switzerland,CHE,2005,145.7118,87.62302
Switzerland,CHE,2006,141.71274,89.45088
Switzerland,CHE,2007,141.97917,89.94559
Switzerland,CHE,2008,138.99536,85.50599
Switzerland,CHE,2009,134.37964,86.76095
Switzerland,CHE,2010,133.44968,85.12446
Switzerland,CHE,2011,133.38985,83.64165
Switzerland,CHE,2012,127.1833,83.946236
